STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,airpol,Air pollutants and greenhouse gases,src_nfr,"Source sectors for emissions of air pollutants (Nomenclature for reporting, CLRTAP)",geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CY,Cyprus,2008,,8815,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CY,Cyprus,2009,,8639,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CY,Cyprus,2010,,8883,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CY,Cyprus,2011,,8772,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CY,Cyprus,2012,,8307,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CY,Cyprus,2013,,7712,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CY,Cyprus,2014,,7985,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CY,Cyprus,2015,,6911,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CY,Cyprus,2016,,7168,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CY,Cyprus,2017,,7305,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CY,Cyprus,2018,,7471,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CY,Cyprus,2019,,7595,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CY,Cyprus,2020,,7933,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CY,Cyprus,2021,,7953,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CY,Cyprus,2022,,7739,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,1990,,152800,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,1991,,140537,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,1992,,124768,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,1993,,110757,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,1994,,100812,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,1995,,96782,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,1996,,99234,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,1997,,96996,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,1998,,93528,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,1999,,91583,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2000,,88671,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2001,,88379,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2002,,88218,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2003,,85507,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2004,,82899,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2005,,83010,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2006,,81073,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2007,,81037,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2008,,79559,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2009,,75023,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2010,,73411,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2011,,75724,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2012,,76502,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2013,,79492,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2014,,83322,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2015,,90112,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2016,,93021,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2017,,89583,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2018,,85328,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2019,,82179,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2020,,80019,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2021,,79653,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,CZ,Czechia,2022,,77948,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,1990,,734356,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,1991,,658562,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,1992,,649483,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,1993,,648561,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,1994,,633465,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,1995,,633924,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,1996,,641499,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,1997,,633527,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,1998,,642397,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,1999,,642010,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2000,,646904,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2001,,652518,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2002,,640667,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2003,,634844,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2004,,617541,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2005,,626705,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2006,,621627,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2007,,630897,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2008,,635135,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2009,,637556,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2010,,639755,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2011,,640107,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2012,,644152,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2013,,649168,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2014,,656332,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2015,,655200,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2016,,649192,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2017,,630973,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2018,,602521,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2019,,581943,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2020,,541603,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2021,,525482,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DE,Germany,2022,,512222,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,1990,,158459,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,1991,,152393,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,1992,,147313,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,1993,,143656,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,1994,,138648,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,1995,,130463,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,1996,,124846,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,1997,,123791,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,1998,,123131,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,1999,,116820,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2000,,113504,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2001,,109729,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2002,,106329,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2003,,102528,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2004,,102162,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2005,,98882,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2006,,95171,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2007,,94097,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2008,,93698,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2009,,87994,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2010,,89720,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2011,,85723,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2012,,84147,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2013,,82194,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2014,,82715,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2015,,84515,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2016,,85442,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2017,,87641,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2018,,86063,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2019,,81230,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2020,,83394,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2021,,75754,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,DK,Denmark,2022,,73328,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,1990,,22420,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,1991,,20233,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,1992,,17707,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,1993,,12686,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,1994,,11998,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,1995,,10372,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,1996,,8962,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,1997,,9261,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,1998,,9409,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,1999,,8352,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2000,,8831,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2001,,9158,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2002,,8672,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2003,,9484,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2004,,9906,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2005,,10548,,,,,
