STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,airpol,Air pollutants and greenhouse gases,src_nfr,"Source sectors for emissions of air pollutants (Nomenclature for reporting, CLRTAP)",geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2011,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2012,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2013,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2014,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2015,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2016,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2017,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2018,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2019,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2020,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2021,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2022,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,1990,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,1991,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,1992,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,1993,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,1994,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,1995,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,1996,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,1997,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,1998,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,1999,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2000,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2001,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2002,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2003,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2004,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2005,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2006,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2007,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2008,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2009,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2010,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2011,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2012,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2013,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2014,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2015,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2016,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2017,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2018,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2019,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2020,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2021,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PL,Poland,2022,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,1990,,86,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,1991,,91,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,1992,,93,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,1993,,96,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,1994,,100,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,1995,,114,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,1996,,104,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,1997,,108,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,1998,,100,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,1999,,127,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2000,,122,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2001,,115,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2002,,129,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2003,,121,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2004,,124,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2005,,128,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2006,,127,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2007,,105,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2008,,94,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2009,,105,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2010,,62,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2011,,86,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2012,,112,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2013,,103,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2014,,105,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2015,,126,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2016,,111,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2017,,125,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2018,,107,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2019,,52,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2020,,26,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2021,,12,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,PT,Portugal,2022,,4,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,1990,,20,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,1991,,16,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,1992,,17,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,1993,,16,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,1994,,15,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,1995,,16,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,1996,,16,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,1997,,13,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,1998,,11,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,1999,,11,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2000,,12,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2001,,11,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2002,,12,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2003,,14,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2004,,13,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2005,,13,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2006,,14,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2007,,15,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2008,,15,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2009,,13,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2010,,12,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2011,,14,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2012,,13,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2013,,10,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2014,,10,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2015,,11,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2016,,9,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2017,,9,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2018,,9,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2019,,9,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2020,,6,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2021,,7,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,RO,Romania,2022,,6,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,SE,Sweden,1990,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,SE,Sweden,1991,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,SE,Sweden,1992,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,SE,Sweden,1993,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,SE,Sweden,1994,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,SE,Sweden,1995,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,SE,Sweden,1996,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,SE,Sweden,1997,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,SE,Sweden,1998,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,SE,Sweden,1999,,1,,,,,
