STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,tax,Taxes,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2021,,2.26,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2022,,3.35,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2023,,2.12,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SE,Sweden,2014,,1.74,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SE,Sweden,2015,,1.69,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SE,Sweden,2016,,1.75,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SE,Sweden,2017,,1.66,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SE,Sweden,2018,,1.61,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SE,Sweden,2019,,1.56,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SE,Sweden,2020,,1.5,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SE,Sweden,2021,,1.42,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SE,Sweden,2022,,1.47,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SE,Sweden,2023,,1.57,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SI,Slovenia,2014,,3.63,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SI,Slovenia,2015,,3.78,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SI,Slovenia,2016,,3.83,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SI,Slovenia,2017,,3.65,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SI,Slovenia,2018,,3.38,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SI,Slovenia,2019,,3.2,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SI,Slovenia,2020,,2.79,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SI,Slovenia,2021,,2.77,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SI,Slovenia,2022,,2.46,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SI,Slovenia,2023,,2.38,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SK,Slovakia,2014,,2.21,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SK,Slovakia,2015,,2.19,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SK,Slovakia,2016,,2.17,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SK,Slovakia,2017,,2.23,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SK,Slovakia,2018,,2.18,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SK,Slovakia,2019,,2.22,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SK,Slovakia,2020,,2.19,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SK,Slovakia,2021,,2.11,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SK,Slovakia,2022,,2.24,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),SK,Slovakia,2023,,1.81,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,AT,Austria,2014,,75.7,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,AT,Austria,2015,,79.11,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,AT,Austria,2016,,81.26,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,AT,Austria,2017,,86.35,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,AT,Austria,2018,,104.02,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,AT,Austria,2019,,98.68,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,AT,Austria,2020,,75.09,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,AT,Austria,2021,,85.39,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,AT,Austria,2022,,87.55,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,AT,Austria,2023,,80.69,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BE,Belgium,2014,,509.9,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BE,Belgium,2015,,497.3,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BE,Belgium,2016,,560.3,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BE,Belgium,2017,,540.8,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BE,Belgium,2018,,583.9,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BE,Belgium,2019,,574.1,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BE,Belgium,2020,,585.8,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BE,Belgium,2021,,547.6,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BE,Belgium,2022,,582.8,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BE,Belgium,2023,,608.05,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BG,Bulgaria,2014,,30.62,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BG,Bulgaria,2015,,30.63,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BG,Bulgaria,2016,,32.68,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BG,Bulgaria,2017,,30.89,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BG,Bulgaria,2018,,31.94,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BG,Bulgaria,2019,,31.62,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BG,Bulgaria,2020,,26.57,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BG,Bulgaria,2021,,27.05,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BG,Bulgaria,2022,,25.99,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,BG,Bulgaria,2023,,31.09,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CH,Switzerland,2014,,142.71,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CH,Switzerland,2015,,195.68,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CH,Switzerland,2016,,148.54,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CH,Switzerland,2017,,159.34,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CH,Switzerland,2018,,182.83,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CH,Switzerland,2019,,252.65,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CH,Switzerland,2020,,314.46,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CH,Switzerland,2021,,195.04,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CH,Switzerland,2022,,211.51,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CH,Switzerland,2023,,192.77,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CY,Cyprus,2014,,58.77,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CY,Cyprus,2015,,59.89,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CY,Cyprus,2016,,61.23,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CY,Cyprus,2017,,64.76,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CY,Cyprus,2018,,67.9,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CY,Cyprus,2019,,67.77,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CY,Cyprus,2020,,67.98,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CY,Cyprus,2021,,68.8,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CY,Cyprus,2022,,67.44,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CY,Cyprus,2023,,71.35,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CZ,Czechia,2014,,29.27,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CZ,Czechia,2015,,30.98,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CZ,Czechia,2016,,25.97,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CZ,Czechia,2017,,22.37,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CZ,Czechia,2018,,25.03,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CZ,Czechia,2019,,24.04,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CZ,Czechia,2020,,29.86,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CZ,Czechia,2021,,26.64,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CZ,Czechia,2022,,25.52,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,CZ,Czechia,2023,,30.7,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DE,Germany,2014,,0,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DE,Germany,2015,,0,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DE,Germany,2016,,0,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DE,Germany,2017,,0,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DE,Germany,2018,,0,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DE,Germany,2019,,0,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DE,Germany,2020,,0,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DE,Germany,2021,,0,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DE,Germany,2022,,0,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DE,Germany,2023,,0,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DK,Denmark,2014,,569.15,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DK,Denmark,2015,,624.73,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DK,Denmark,2016,,555.7,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DK,Denmark,2017,,508.68,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DK,Denmark,2018,,525.37,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DK,Denmark,2019,,497.01,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DK,Denmark,2020,,517.51,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DK,Denmark,2021,,549.46,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DK,Denmark,2022,,540.38,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,DK,Denmark,2023,,519.86,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EE,Estonia,2014,,57.98,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EE,Estonia,2015,,59.44,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EE,Estonia,2016,,65.38,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EE,Estonia,2017,,68.42,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EE,Estonia,2018,,71.98,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EE,Estonia,2019,,59.12,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EE,Estonia,2020,,44.64,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EE,Estonia,2021,,48.7,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EE,Estonia,2022,,59.34,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EE,Estonia,2023,,52.15,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EL,Greece,2014,,0,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EL,Greece,2015,,0,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EL,Greece,2016,,0,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EL,Greece,2017,,0,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EL,Greece,2018,,18,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EL,Greece,2019,,9,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EL,Greece,2020,,4,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EL,Greece,2021,,13,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EL,Greece,2022,,73,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,EL,Greece,2023,,29,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,ES,Spain,2014,,721,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,ES,Spain,2015,,915,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,ES,Spain,2016,,967,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,ES,Spain,2017,,1010,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,ES,Spain,2018,,1036,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,ES,Spain,2019,,1068,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,ES,Spain,2020,,1046,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,ES,Spain,2021,,1166,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,ES,Spain,2022,,1077,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,ES,Spain,2023,,2137,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,FI,Finland,2014,,109,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,FI,Finland,2015,,97,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,POL_RES,Taxes on pollution/resources,MIO_EUR,Million euro,FI,Finland,2016,,73,,,,,
