STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,tax,Taxes,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,MT,Malta,2023,,155.3,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NL,Netherlands,2014,,15057,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NL,Netherlands,2015,,15259,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NL,Netherlands,2016,,15855,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NL,Netherlands,2017,,16132,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NL,Netherlands,2018,,16930,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NL,Netherlands,2019,,17926,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NL,Netherlands,2020,,17827,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NL,Netherlands,2021,,18988,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NL,Netherlands,2022,,16998,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NL,Netherlands,2023,,17137,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NO,Norway,2014,,4758.93,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NO,Norway,2015,,4555.73,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NO,Norway,2016,,4492.71,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NO,Norway,2017,,4711.91,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NO,Norway,2018,,4963.69,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NO,Norway,2019,,4702.62,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NO,Norway,2020,,4251.41,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NO,Norway,2021,,5079.26,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NO,Norway,2022,,4991.19,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,NO,Norway,2023,,4183.79,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PL,Poland,2014,,9107.86,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PL,Poland,2015,,9764.82,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PL,Poland,2016,,9996.1,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PL,Poland,2017,,10889.12,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PL,Poland,2018,,11788.81,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PL,Poland,2019,,11787.51,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PL,Poland,2020,,11712.36,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PL,Poland,2021,,15172.61,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PL,Poland,2022,,16708.14,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PL,Poland,2023,,17261.12,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PT,Portugal,2014,,2903.54,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PT,Portugal,2015,,3172.24,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PT,Portugal,2016,,3552.38,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PT,Portugal,2017,,3612.54,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PT,Portugal,2018,,3682.77,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PT,Portugal,2019,,3944.78,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PT,Portugal,2020,,3598.28,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PT,Portugal,2021,,3848.81,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PT,Portugal,2022,,3349.24,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,PT,Portugal,2023,,3968.52,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,RO,Romania,2014,,3183.83,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,RO,Romania,2015,,3540.6,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,RO,Romania,2016,,3674.06,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,RO,Romania,2017,,3372.18,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,RO,Romania,2018,,3743.04,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,RO,Romania,2019,,4408.93,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,RO,Romania,2020,,3878.68,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,RO,Romania,2021,,5481.17,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,RO,Romania,2022,,9441.67,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,RO,Romania,2023,,6866.21,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SE,Sweden,2014,,7590.48,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SE,Sweden,2015,,7664.62,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SE,Sweden,2016,,8150.79,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SE,Sweden,2017,,7898.31,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SE,Sweden,2018,,7511.19,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SE,Sweden,2019,,7408.09,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SE,Sweden,2020,,7206.53,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SE,Sweden,2021,,7644.02,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SE,Sweden,2022,,8100.21,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SE,Sweden,2023,,8518.05,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SI,Slovenia,2014,,1352.53,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SI,Slovenia,2015,,1455.88,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SI,Slovenia,2016,,1533.15,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SI,Slovenia,2017,,1556.96,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SI,Slovenia,2018,,1536.57,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SI,Slovenia,2019,,1540.76,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SI,Slovenia,2020,,1306.32,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SI,Slovenia,2021,,1441.45,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SI,Slovenia,2022,,1401.18,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SI,Slovenia,2023,,1525,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SK,Slovakia,2014,,1693.75,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SK,Slovakia,2015,,1762.18,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SK,Slovakia,2016,,1773.71,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SK,Slovakia,2017,,1897.15,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SK,Slovakia,2018,,1965.02,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SK,Slovakia,2019,,2099.74,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SK,Slovakia,2020,,2068.24,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SK,Slovakia,2021,,2153.4,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SK,Slovakia,2022,,2471.38,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,SK,Slovakia,2023,,2223.51,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2014,,1.73,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2015,,1.77,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2016,,1.77,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2017,,1.74,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2018,,1.61,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2019,,1.56,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2020,,1.43,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2021,,1.55,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2022,,1.1,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2023,,1.23,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2014,,1.69,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2015,,1.74,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2016,,1.89,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2017,,1.92,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2018,,1.91,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2019,,1.87,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2020,,1.72,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2021,,1.75,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2022,,1.54,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2023,,1.66,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2014,,2.48,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2015,,2.6,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2016,,2.6,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2017,,2.44,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2018,,2.25,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2019,,2.65,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2020,,2.65,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2021,,2.44,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2022,,4.48,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2023,,3.09,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CH,Switzerland,2014,,0.92,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CH,Switzerland,2015,,0.93,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CH,Switzerland,2016,,0.97,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CH,Switzerland,2017,,0.97,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CH,Switzerland,2018,,0.99,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CH,Switzerland,2019,,0.98,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CH,Switzerland,2020,,0.96,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CH,Switzerland,2021,,0.94,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CH,Switzerland,2022,,0.88,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CH,Switzerland,2023,,0.81,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2014,,2.38,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2015,,2.39,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2016,,2.3,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2017,,2.34,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2018,,2.21,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2019,,1.97,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2020,,1.78,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2021,,1.78,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2022,,1.45,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CY,Cyprus,2023,,1.51,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2014,,1.95,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2015,,1.89,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2016,,1.93,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2017,,1.84,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2018,,1.8,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2019,,1.88,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2020,,1.76,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2021,,1.67,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2022,,1.39,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),CZ,Czechia,2023,,1.53,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),DE,Germany,2014,,2.42,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),DE,Germany,2015,,2.3,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),DE,Germany,2016,,2.27,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),DE,Germany,2017,,2.26,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),DE,Germany,2018,,2.17,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),DE,Germany,2019,,2.13,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),DE,Germany,2020,,2.12,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),DE,Germany,2021,,1.96,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,PC_GDP,Percentage of gross domestic product (GDP),DE,Germany,2022,,1.58,,,,,
