STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,sizeclas,Size classes in number of employees,indic_sbs,Economic indicator for structural business statistics,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,FR,France,2021,,31620,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,FR,France,2022,,33640,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,HR,Croatia,2021,,1788,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,HR,Croatia,2022,,1811,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,HU,Hungary,2021,,4747,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,HU,Hungary,2022,,4706,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,IE,Ireland,2021,,896,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,IE,Ireland,2022,,941,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,IS,Iceland,2015,,120,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,IS,Iceland,2016,,118,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,IS,Iceland,2017,,112,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,IS,Iceland,2018,,112,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,IS,Iceland,2019,,113,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,IS,Iceland,2020,,118,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,IS,Iceland,2021,,117,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,IS,Iceland,2022,,123,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,IT,Italy,2021,,39505,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,IT,Italy,2022,,39563,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,LT,Lithuania,2021,,4523,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,LT,Lithuania,2022,,4684,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,LU,Luxembourg,2021,,24,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,LU,Luxembourg,2022,,33,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,LV,Latvia,2021,,1814,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,LV,Latvia,2022,,1893,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,MK,North Macedonia,2021,,1004,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,MK,North Macedonia,2022,,967,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,MT,Malta,2021,,155,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,MT,Malta,2022,,173,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,NL,Netherlands,2021,,5563,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,NL,Netherlands,2022,,5868,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,PL,Poland,2021,,19239,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,PL,Poland,2022,,18013,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,PT,Portugal,2021,,11835,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,PT,Portugal,2022,,12208,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,RO,Romania,2021,,9320,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,RO,Romania,2022,,8980,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,RS,Serbia,2021,,3049,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,RS,Serbia,2022,,2690,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,SE,Sweden,2021,,4039,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,SE,Sweden,2022,,3168,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,SI,Slovenia,2021,,1051,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,SI,Slovenia,2022,,1026,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,SK,Slovakia,2021,,5649,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,SK,Slovakia,2022,,5946,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,TR,Türkiye,2021,,88801,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,TR,Türkiye,2022,,93559,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,AT,Austria,2021,,1059,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,AT,Austria,2022,,1070,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,BE,Belgium,2021,,3492,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,BE,Belgium,2022,,4276,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,BG,Bulgaria,2021,,1461,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,BG,Bulgaria,2022,,1444,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,CY,Cyprus,2021,,289,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,CY,Cyprus,2022,,295,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,CZ,Czechia,2021,,10610,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,CZ,Czechia,2022,,10556,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,DE,Germany,2021,,11725,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,DE,Germany,2022,,11332,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,DK,Denmark,2021,,637,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,DK,Denmark,2022,,616,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,EE,Estonia,2021,,462,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,EE,Estonia,2022,,453,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,EL,Greece,2021,,3324,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,EL,Greece,2022,,3478,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,ES,Spain,2021,,15431,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,ES,Spain,2022,,15302,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,FI,Finland,2015,,1550,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,FI,Finland,2016,,1514,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,FI,Finland,2017,,1476,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,FI,Finland,2018,,1445,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,FI,Finland,2019,,1443,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,FI,Finland,2020,,1395,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,FI,Finland,2021,,1445,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,FI,Finland,2022,,1469,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,FR,France,2021,,19100,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,FR,France,2022,,19031,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,HR,Croatia,2021,,1698,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,HR,Croatia,2022,,1726,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,HU,Hungary,2021,,3487,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,HU,Hungary,2022,,3558,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,IE,Ireland,2021,,1550,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,IE,Ireland,2022,,1567,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,IS,Iceland,2015,,149,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,IS,Iceland,2016,,148,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,IS,Iceland,2017,,147,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,IS,Iceland,2018,,148,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,IS,Iceland,2019,,142,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,IS,Iceland,2020,,124,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,IS,Iceland,2021,,126,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,IS,Iceland,2022,,118,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,IT,Italy,2021,,16570,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,IT,Italy,2022,,16294,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,LT,Lithuania,2021,,970,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,LT,Lithuania,2022,,982,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,LU,Luxembourg,2021,,61,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,LU,Luxembourg,2022,,64,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,LV,Latvia,2021,,533,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,LV,Latvia,2022,,516,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,MK,North Macedonia,2021,,617,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,MK,North Macedonia,2022,,619,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,MT,Malta,2021,,228,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,MT,Malta,2022,,230,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,NL,Netherlands,2021,,3786,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,NL,Netherlands,2022,,3779,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,PL,Poland,2021,,12784,,,,,
