STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,sizeclas,Size classes in number of employees,indic_sbs,Economic indicator for structural business statistics,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,MK,North Macedonia,2022,,1286,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,MT,Malta,2021,,670,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,MT,Malta,2022,,649,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,NL,Netherlands,2021,,17204,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,NL,Netherlands,2022,,18167,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,PL,Poland,2021,,40198,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,PL,Poland,2022,,39483,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,PT,Portugal,2021,,7725,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,PT,Portugal,2022,,8000,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,RO,Romania,2021,,12149,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,RO,Romania,2022,,12331,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,RS,Serbia,2021,,3147,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,RS,Serbia,2022,,2976,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,SE,Sweden,2021,,7187,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,SE,Sweden,2022,,5838,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,SI,Slovenia,2021,,2010,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,SI,Slovenia,2022,,2066,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,SK,Slovakia,2021,,4525,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,SK,Slovakia,2022,,4744,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,TR,Türkiye,2021,,57023,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,TR,Türkiye,2022,,59876,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,AT,Austria,2021,,323,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,AT,Austria,2022,,333,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,BE,Belgium,2021,,290,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,BE,Belgium,2022,,325,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,BG,Bulgaria,2021,,218,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,BG,Bulgaria,2022,,211,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,CY,Cyprus,2021,,,,,,C,confidential
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,CY,Cyprus,2022,,2,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,CZ,Czechia,2021,,2309,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,CZ,Czechia,2022,,2368,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,DE,Germany,2021,,4467,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,DE,Germany,2022,,4442,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,DK,Denmark,2021,,296,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,DK,Denmark,2022,,270,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,EE,Estonia,2021,,73,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,EE,Estonia,2022,,81,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,EL,Greece,2021,,289,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,EL,Greece,2022,,297,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,ES,Spain,2021,,1355,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,ES,Spain,2022,,1342,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,FI,Finland,2015,,424,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,FI,Finland,2016,,438,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,FI,Finland,2017,,445,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,FI,Finland,2018,,433,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,FI,Finland,2019,,422,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,FI,Finland,2020,,405,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,FI,Finland,2021,,386,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,FI,Finland,2022,,366,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,FR,France,2021,,1473,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,FR,France,2022,,1486,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,HR,Croatia,2021,,368,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,HR,Croatia,2022,,370,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,HU,Hungary,2021,,796,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,HU,Hungary,2022,,795,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,IE,Ireland,2021,,270,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,IE,Ireland,2022,,275,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,IS,Iceland,2015,,4,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,IS,Iceland,2016,,4,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,IS,Iceland,2017,,4,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,IS,Iceland,2018,,3,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,IS,Iceland,2019,,4,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,IS,Iceland,2020,,4,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,IS,Iceland,2021,,4,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,IS,Iceland,2022,,3,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,IT,Italy,2021,,3358,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,IT,Italy,2022,,3301,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,LT,Lithuania,2021,,69,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,LT,Lithuania,2022,,67,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,LU,Luxembourg,2021,,4,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,LU,Luxembourg,2022,,4,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,LV,Latvia,2021,,100,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,LV,Latvia,2022,,107,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,MK,North Macedonia,2021,,34,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,MK,North Macedonia,2022,,40,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,MT,Malta,2021,,9,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,MT,Malta,2022,,7,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,NL,Netherlands,2021,,980,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,NL,Netherlands,2022,,1005,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,PL,Poland,2021,,2270,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,PL,Poland,2022,,2158,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,PT,Portugal,2021,,214,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,PT,Portugal,2022,,200,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,RO,Romania,2021,,471,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,RO,Romania,2022,,462,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,RS,Serbia,2021,,547,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,RS,Serbia,2022,,491,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,SE,Sweden,2021,,976,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,SE,Sweden,2022,,708,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C_ICT,ICT manufacturing,SI,Slovenia,2021,,218,,,,,
